"Id","MSZoning","LotArea","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","Electrical","2ndFlrSF","GrLivArea","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","SaleCondition","SalePrice","stFlrSF","Baths"
84,"RL",8892,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1960,1960,"Gable","CompShg","BrkCmn",66,"TA","TA","No","Unf",0,"Unf",1065,"Gd","SBrkr",0,1065,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",126500,1065,1.5
85,"RL",8530,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5",1995,1996,"Gable","CompShg","BrkFace",22,"Gd","TA","No","Unf",0,"Unf",384,"Gd","SBrkr",670,1474,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",168500,804,2.5
86,"RL",16059,"Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5",1991,1992,"Hip","CompShg","BrkFace",284,"Gd","TA","No","Unf",0,"Unf",1288,"Ex","SBrkr",1116,2417,"Gd",9,"Typ",1,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",260000,1301,2.5
87,"RL",11911,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2005,2005,"Gable","CompShg","None",0,"Gd","TA","Av","Unf",0,"Unf",684,"Ex","SBrkr",876,1560,"Gd",6,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",174000,684,2.5
88,"FV",3951,"Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","6","5",2009,2009,"Gable","CompShg","Stone",76,"Gd","TA","Av","Unf",0,"Unf",612,"Ex","SBrkr",612,1224,"Gd",4,"Typ",0,"None","Detchd","RFn",2,"TA","TA","Y","None","Partial",164500,612,2.5
89,"C (all)",8470,"Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin","3","2",1915,1982,"Hip","CompShg","None",0,"TA","Fa","No","Unf",0,"Unf",1013,"TA","SBrkr",0,1526,"Fa",6,"Typ",0,"None","None","None",0,"None","None","N","None","Abnorml",85000,1013,1
90,"RL",8070,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","4","5",1994,1995,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",588,"Unf",990,"Ex","SBrkr",0,990,"TA",5,"Typ",0,"None","None","None",0,"None","None","Y","None","Normal",123600,990,2
91,"RL",7200,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","5",1950,1950,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","FuseA",0,1040,"TA",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",109900,1040,1
92,"RL",8500,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","3",1961,1961,"Hip","CompShg","BrkCmn",203,"TA","TA","No","Rec",600,"Unf",1235,"TA","SBrkr",0,1235,"TA",6,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Abnorml",98600,1235,1
93,"RL",13360,"Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","5","7",1921,2006,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",713,"Unf",876,"Ex","SBrkr",0,964,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",163500,964,2
94,"C (all)",7200,"Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf","6","6",1910,1998,"Hip","CompShg","None",0,"TA","Fa","Mn","Rec",1046,"Unf",1214,"Ex","SBrkr",1031,2291,"TA",9,"Typ",1,"Gd","Detchd","Unf",2,"TA","TA","Y","None","Normal",133900,1260,2.5
95,"RL",9337,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5",1997,1997,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",648,"Unf",824,"Ex","SBrkr",881,1786,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",204750,905,3.5
96,"RL",9765,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","8",1993,1993,"Gable","CompShg","BrkFace",68,"Gd","Gd","No","ALQ",310,"Unf",680,"Gd","SBrkr",790,1470,"TA",6,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",185000,680,2.5
97,"RL",10264,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",1999,1999,"Gable","CompShg","BrkFace",183,"Gd","TA","Av","ALQ",1162,"Unf",1588,"Ex","SBrkr",0,1588,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",214000,1588,2
98,"RL",10921,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story","4","5",1965,1965,"Hip","CompShg","BrkFace",48,"TA","TA","No","Rec",520,"Unf",960,"TA","FuseF",0,960,"TA",6,"Typ",0,"None","Attchd","Fin",1,"TA","TA","P","None","Normal",94750,960,2
99,"RL",10625,"Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5",1920,1950,"Gable","CompShg","None",0,"TA","TA","No","ALQ",108,"Unf",458,"Fa","SBrkr",0,835,"TA",5,"Typ",0,"None","Basment","Unf",1,"Fa","TA","Y","None","Abnorml",83000,835,1
100,"RL",9320,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","5",1959,1959,"Gable","CompShg","None",0,"TA","TA","No","ALQ",569,"Unf",950,"Fa","SBrkr",0,1225,"TA",6,"Typ",0,"None","None","None",0,"None","None","Y","None","Normal",128950,1225,2.5
101,"RL",10603,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","6","7",1977,2001,"Gable","CompShg","BrkFace",28,"TA","TA","Mn","ALQ",1200,"Unf",1610,"Gd","SBrkr",0,1610,"Gd",6,"Typ",2,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",205000,1610,3
102,"RL",9206,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story","6","5",1985,1985,"Gable","CompShg","BrkFace",336,"Gd","TA","No","Unf",0,"Unf",741,"TA","SBrkr",755,1732,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA","Y","None","Normal",178000,977,2.5
103,"RL",7018,"Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story","5","5",1979,1979,"Gable","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","SBrkr",0,1535,"TA",8,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Alloca",118964,1535,2
104,"RL",10402,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2009,2009,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1226,"Ex","SBrkr",0,1226,"Gd",6,"Typ",0,"None","Attchd","RFn",3,"TA","TA","Y","None","Normal",198900,1226,2
105,"RM",7758,"Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","7","4",1931,1950,"Gable","CompShg","BrkFace",600,"TA","TA","No","LwQ",224,"Unf",1040,"Ex","FuseF",592,1818,"TA",7,"Typ",2,"TA","Detchd","Unf",1,"TA","TA","Y","None","Normal",169500,1226,1.5
106,"FV",9375,"Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","8","5",2003,2004,"Hip","CompShg","BrkFace",768,"Ex","TA","No","Unf",0,"Unf",1053,"Ex","SBrkr",939,1992,"Gd",9,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",250000,1053,2.5
107,"RM",10800,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","4","7",1885,1995,"Mansard","CompShg","None",0,"Fa","TA","No","Unf",0,"Unf",641,"Gd","SBrkr",0,1047,"TA",6,"Typ",0,"None","Detchd","Unf",1,"Fa","Fa","N","None","Normal",1e+05,1047,1
108,"RM",6000,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","5","5",1948,1950,"Gable","CompShg","None",0,"TA","TA","No","ALQ",104,"BLQ",789,"Ex","SBrkr",0,789,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Partial",115000,789,1
109,"RM",8500,"Corner","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin","5","7",1919,2005,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",793,"TA","FuseF",520,1517,"Fa",7,"Typ",0,"None","None","None",0,"None","None","N","None","Normal",115000,997,2
110,"RL",11751,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","6","6",1977,1977,"Hip","CompShg","BrkFace",480,"Gd","TA","No","BLQ",705,"Unf",1844,"Ex","SBrkr",0,1844,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",190000,1844,2
111,"RL",9525,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","6","4",1954,1972,"Gable","CompShg","None",0,"TA","Fa","No","Rec",444,"Unf",994,"Gd","SBrkr",639,1855,"TA",7,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",136900,1216,2
112,"RL",7750,"Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl","7","5",2000,2000,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",250,"Unf",384,"Ex","SBrkr",656,1430,"TA",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",180000,774,2.5
113,"RL",9965,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5",2007,2007,"Gable","CompShg","Stone",220,"Ex","TA","Av","GLQ",984,"Unf",1264,"Ex","SBrkr",1414,2696,"Ex",10,"Typ",1,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Partial",383970,1282,3.5
114,"RL",21000,"Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story","6","5",1953,1953,"Hip","CompShg","BrkFace",184,"Gd","TA","Mn","ALQ",35,"Rec",1809,"TA","SBrkr",0,2259,"Gd",7,"Typ",2,"Gd","Basment","Unf",2,"TA","TA","Y","None","Abnorml",217000,2259,3
115,"RL",7259,"Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story","6","8",1945,2002,"Gambrel","CompShg","None",0,"TA","TA","No","ALQ",774,"LwQ",1028,"Ex","SBrkr",884,2320,"Gd",9,"Typ",1,"TA","Detchd","Unf",1,"TA","TA","Y","None","Normal",259500,1436,3.5
116,"FV",3230,"Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story","6","5",1999,1999,"Gable","CompShg","BrkFace",1129,"Gd","TA","No","GLQ",419,"Unf",729,"Gd","SBrkr",729,1458,"TA",5,"Typ",1,"Fa","Detchd","Unf",2,"TA","TA","Y","None","Normal",176000,729,2.5
117,"RL",11616,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5",1962,1962,"Gable","CompShg","BrkFace",116,"TA","TA","No","LwQ",170,"BLQ",1092,"TA","SBrkr",0,1092,"TA",6,"Typ",1,"Po","Attchd","Unf",1,"TA","TA","Y","None","Normal",139000,1092,1.5
118,"RL",8536,"Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","5","5",2006,2007,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",1125,"Gd","SBrkr",0,1125,"TA",5,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Partial",155000,1125,1.5
119,"RL",12376,"Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story","7","5",1990,1990,"Hip","CompShg","None",0,"Gd","TA","Mn","GLQ",1470,"Unf",1673,"Gd","SBrkr",1523,3222,"Gd",11,"Typ",2,"TA","Attchd","Unf",3,"TA","TA","Y","None","Normal",320000,1699,4
120,"RL",8461,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5",2005,2006,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",728,"Ex","SBrkr",728,1456,"Gd",8,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Partial",163990,728,2.5
121,"RL",21453,"CulDSac","Sev","ClearCr","Norm","Norm","1Fam","SLvl","6","5",1969,1969,"Flat","Metal","None",0,"TA","TA","Gd","ALQ",938,"Unf",938,"Ex","SBrkr",0,988,"TA",4,"Typ",2,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",180000,988,2
122,"RM",6060,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","4","5",1939,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",732,"Gd","SBrkr",351,1123,"TA",4,"Typ",0,"None","Detchd","Unf",1,"TA","TA","P","None","Normal",1e+05,772,1
123,"RL",9464,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","7",1958,1958,"Hip","CompShg","BrkFace",135,"TA","TA","No","BLQ",570,"Unf",1080,"Gd","SBrkr",0,1080,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA","Y","None","Normal",136000,1080,1
124,"RL",7892,"Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story","6","5",1993,1993,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",300,"Unf",1199,"Ex","SBrkr",0,1199,"Gd",5,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",153900,1199,2
125,"RL",17043,"CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","1Story","6","5",1979,1998,"Gable","CompShg","None",0,"Gd","Fa","No","Unf",0,"Unf",1362,"TA","SBrkr",0,1586,"TA",7,"Typ",1,"TA","Attchd","Unf",2,"TA","TA","Y","None","Normal",181000,1586,2
126,"RM",6780,"Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","1.5Fin","6","8",1935,1982,"Gable","CompShg","None",0,"TA","TA","Av","GLQ",490,"Unf",520,"Gd","SBrkr",0,754,"TA",5,"Typ",0,"None","None","None",0,"None","None","N","None","Normal",84500,520,2
127,"RL",4928,"Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story","6","5",1976,1976,"Gable","CompShg","None",0,"Gd","TA","No","ALQ",120,"Unf",1078,"TA","SBrkr",0,958,"TA",5,"Typ",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",128000,958,2
128,"RM",4388,"Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Unf","5","7",1930,1950,"Gable","CompShg","None",0,"TA","TA","No","LwQ",116,"Unf",672,"Ex","SBrkr",0,840,"TA",5,"Typ",1,"TA","None","None",0,"None","None","N","None","Normal",87000,840,1
129,"RL",7590,"Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story","6","5",1966,1966,"Gable","CompShg","BrkFace",266,"TA","TA","No","BLQ",512,"Unf",660,"TA","SBrkr",688,1348,"TA",6,"Typ",1,"Fa","Attchd","RFn",2,"TA","TA","Y","None","Normal",155000,660,1.5
130,"RL",8973,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7",1958,1991,"Gable","CompShg","BrkFace",85,"TA","TA","No","Rec",567,"BLQ",1008,"TA","FuseA",0,1053,"Ex",6,"Typ",0,"None","2Types","RFn",2,"TA","TA","Y","None","Abnorml",150000,1053,2
131,"RL",14200,"Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story","7","6",1966,1966,"Gable","CompShg","BrkFace",309,"TA","TA","No","Rec",445,"Unf",924,"Ex","SBrkr",941,2157,"Gd",8,"Typ",2,"Gd","Attchd","Fin",2,"TA","TA","Y","None","Normal",226000,1216,2.5
132,"RL",12224,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5",2000,2000,"Gable","CompShg","BrkFace",40,"Gd","TA","No","GLQ",695,"Unf",992,"Ex","SBrkr",1032,2054,"Gd",7,"Typ",1,"TA","BuiltIn","RFn",2,"TA","TA","Y","None","Normal",244000,1022,3.5
133,"RL",7388,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","6",1959,2002,"Gable","CompShg","None",0,"TA","TA","No","Rec",405,"Unf",1063,"Gd","SBrkr",0,1327,"Gd",7,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",150750,1327,2
134,"RL",6853,"Inside","Gtl","Timber","Norm","Norm","1Fam","1Story","8","5",2001,2002,"Gable","CompShg","BrkFace",136,"Ex","TA","No","GLQ",1005,"Unf",1267,"Ex","SBrkr",0,1296,"Gd",6,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",220000,1296,3
135,"RL",10335,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","6",1968,1993,"Gable","CompShg","None",0,"TA","TA","No","Rec",570,"Unf",1461,"Gd","SBrkr",0,1721,"TA",7,"Min1",1,"TA","Attchd","RFn",2,"TA","TA","Y","None","Normal",180000,1721,2.5
136,"RL",10400,"Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","7","6",1970,1970,"Hip","CompShg","BrkFace",288,"TA","TA","No","Unf",0,"Unf",1304,"Gd","SBrkr",0,1682,"TA",7,"Typ",1,"Gd","Attchd","Unf",2,"TA","TA","Y","None","Normal",174000,1682,2
137,"RL",10355,"Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","5",1967,1967,"Gable","CompShg","BrkFace",196,"TA","TA","No","BLQ",695,"Unf",1214,"TA","SBrkr",0,1214,"TA",5,"Typ",1,"Fa","Attchd","RFn",1,"TA","TA","Y","None","Normal",143000,1214,2
138,"RL",11070,"Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story","7","5",1988,1989,"Gable","CompShg","BrkFace",70,"TA","TA","No","Unf",0,"Unf",1907,"Gd","SBrkr",0,1959,"TA",9,"Typ",0,"None","2Types","Unf",3,"TA","TA","Y","None","Family",171000,1959,3
139,"RL",9066,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","8","5",1999,2000,"Gable","CompShg","BrkFace",320,"Gd","TA","Mn","GLQ",668,"Unf",1004,"Ex","SBrkr",848,1852,"Gd",7,"Typ",2,"TA","Attchd","Fin",3,"TA","TA","Y","None","Normal",230000,1004,2.5
140,"RL",15426,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","6","5",1997,1997,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",821,"Unf",928,"Ex","SBrkr",836,1764,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",231500,928,3.5
141,"RL",10500,"FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","5",1971,1971,"Gable","CompShg","None",0,"TA","TA","No","ALQ",432,"Unf",864,"TA","SBrkr",0,864,"TA",5,"Typ",1,"Po","None","None",0,"None","None","Y","None","Normal",115000,864,1
142,"RL",11645,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",2005,2005,"Gable","CompShg","None",0,"Gd","TA","Av","GLQ",1300,"Unf",1734,"Ex","SBrkr",0,1734,"Gd",7,"Typ",0,"None","Attchd","Fin",2,"TA","TA","Y","None","Normal",260000,1734,3
143,"RL",8520,"Corner","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin","5","4",1952,1952,"Gable","CompShg","None",0,"TA","TA","No","Rec",507,"Unf",910,"Fa","SBrkr",475,1385,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",166000,910,2
144,"RL",10335,"Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5",1999,1999,"Gable","CompShg","BrkFace",183,"Gd","TA","Gd","GLQ",679,"Unf",1490,"Ex","SBrkr",0,1501,"Gd",6,"Typ",0,"None","Attchd","RFn",2,"TA","TA","Y","None","Normal",204000,1501,3
145,"RM",9100,"Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1Story","5","5",1963,1963,"Gable","CompShg","BrkFace",336,"TA","TA","No","Rec",1332,"Unf",1728,"TA","SBrkr",0,1728,"TA",10,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Abnorml",125000,1728,3
146,"RM",2522,"Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story","6","5",2004,2006,"Gable","CompShg","Stone",50,"Gd","TA","No","Unf",0,"Unf",970,"Ex","SBrkr",739,1709,"Gd",7,"Maj1",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",130000,970,2
147,"RM",6120,"Corner","Gtl","BrkSide","Norm","Norm","1Fam","1Story","5","7",1931,1993,"Gable","CompShg","None",0,"TA","TA","No","BLQ",209,"Unf",715,"TA","FuseA",0,875,"TA",5,"Typ",0,"None","Detchd","Unf",1,"Fa","TA","Y","None","Normal",105000,875,2
148,"RL",9505,"CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2001,2001,"Gable","CompShg","BrkFace",180,"Gd","TA","No","Unf",0,"Unf",884,"Ex","SBrkr",1151,2035,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA","Y","None","Normal",222500,884,2.5
149,"RL",7500,"Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story","7","5",2004,2005,"Gable","CompShg","BrkFace",120,"Gd","TA","No","GLQ",680,"Unf",1080,"Ex","SBrkr",0,1080,"Gd",6,"Typ",0,"None","None","None",0,"None","None","Y","None","Normal",141000,1080,2
150,"RM",6240,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","4",1936,1950,"Gable","CompShg","None",0,"Gd","TA","No","Unf",0,"Unf",896,"Gd","FuseA",448,1344,"TA",7,"Typ",0,"None","Detchd","Unf",1,"Fa","TA","Y","None","Normal",115000,896,1
151,"RL",10356,"Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story","5","6",1975,1975,"Gable","CompShg","None",0,"TA","TA","Av","BLQ",716,"Unf",969,"TA","SBrkr",0,969,"TA",5,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",122000,969,1.5
152,"RL",13891,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","8","5",2007,2008,"Hip","CompShg","Stone",436,"Ex","TA","Gd","GLQ",1400,"Unf",1710,"Ex","SBrkr",0,1710,"Gd",6,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA","Y","None","Partial",372402,1710,3
153,"RL",14803,"CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story","6","5",1971,1971,"Gable","CompShg","BrkFace",252,"TA","TA","No","Rec",416,"Unf",825,"Gd","SBrkr",896,1993,"TA",8,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",190000,1097,2.5
154,"RL",13500,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story","6","7",1960,1975,"Flat","CompShg","None",0,"Gd","TA","Gd","BLQ",429,"ALQ",1602,"Gd","SBrkr",0,1252,"TA",4,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",235000,1252,2
155,"RM",11340,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story","6","5",1923,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",1200,"TA","FuseA",0,1200,"TA",7,"Typ",0,"None","Detchd","Unf",1,"Fa","Fa","Y","None","Family",125000,1200,1
156,"RL",9600,"Corner","Gtl","Edwards","Artery","Norm","1Fam","1.5Fin","6","5",1924,1950,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",572,"Fa","FuseF",524,1096,"TA",5,"Typ",0,"None","None","None",0,"None","None","N","None","Normal",79000,572,1
157,"RL",7200,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","5","7",1950,1950,"Hip","CompShg","None",0,"None","None","None","None",0,"None",0,"TA","FuseF",0,1040,"TA",5,"Typ",0,"None","Detchd","Unf",2,"TA","TA","Y","None","Normal",109500,1040,1
158,"RL",12003,"Corner","Gtl","Timber","Norm","Norm","1Fam","2Story","8","5",2009,2010,"Gable","CompShg","BrkFace",84,"Ex","TA","No","Unf",0,"Unf",774,"Ex","SBrkr",1194,1968,"Ex",8,"Typ",1,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Partial",269500,774,2.5
159,"FV",12552,"Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story","7","5",2004,2005,"Gable","CompShg","None",0,"Gd","TA","No","GLQ",222,"Unf",991,"Ex","SBrkr",956,1947,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Normal",254900,991,2.5
160,"RL",19378,"Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5",2005,2006,"Gable","CompShg","BrkFace",456,"Gd","TA","Mn","GLQ",57,"Unf",1392,"Ex","SBrkr",1070,2462,"Gd",9,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Partial",320000,1392,3.5
161,"RL",11120,"CulDSac","Gtl","Veenker","Norm","Norm","1Fam","1Story","6","6",1984,1984,"Gable","CompShg","None",0,"Gd","TA","No","BLQ",660,"Unf",1232,"TA","SBrkr",0,1232,"TA",6,"Typ",0,"None","Attchd","Unf",2,"TA","TA","Y","None","Normal",162500,1232,2
162,"RL",13688,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","9","5",2003,2004,"Gable","CompShg","BrkFace",664,"Ex","TA","Av","GLQ",1016,"Unf",1572,"Ex","SBrkr",1096,2668,"Ex",10,"Typ",2,"Gd","BuiltIn","Fin",3,"TA","TA","Y","None","Normal",412500,1572,3.5
163,"RL",12182,"Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story","7","5",2005,2005,"Gable","CompShg","BrkFace",226,"Gd","TA","Mn","BLQ",1201,"Unf",1541,"Ex","SBrkr",0,1541,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA","Y","None","Partial",220000,1541,2
164,"RL",5500,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Unf","4","6",1956,1956,"Gable","CompShg","None",0,"TA","TA","No","Unf",0,"Unf",882,"Ex","SBrkr",0,882,"TA",4,"Typ",0,"None","None","None",0,"None","None","Y","None","Normal",103200,882,1
165,"RM",5400,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story","6","7",1926,2004,"Gable","CompShg","None",0,"TA","TA","Mn","LwQ",370,"Unf",1149,"Gd","FuseA",467,1616,"Gd",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA","Y","None","Normal",152000,1149,2
166,"RL",10106,"Inside","Gtl","Edwards","Norm","Norm","2fmCon","1.5Fin","5","7",1940,1999,"Gable","CompShg","None",0,"TA","TA","No","ALQ",351,"Rec",644,"Gd","SBrkr",547,1355,"TA",6,"Typ",0,"None","None","None",0,"None","None","Y","None","Normal",127500,808,3
167,"RL",10708,"Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story","5","5",1955,1993,"Hip","CompShg","None",0,"TA","TA","No","LwQ",379,"BLQ",1617,"Ex","FuseA",0,1867,"TA",7,"Typ",3,"Gd","Attchd","Fin",1,"TA","TA","Y","None","Normal",190000,1867,2
168,"RL",10562,"Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story","8","5",2007,2007,"Gable","CompShg","Stone",300,"Ex","TA","No","GLQ",1288,"Unf",1582,"Ex","SBrkr",551,2161,"Ex",8,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA","Y","None","Partial",325624,1610,2.5
